crime,arrest,date,latitude,longitude,domestic,district,FBI_code,year,month,hour,day,dayofweek,weekofyear,quarter
OVER $500,False,2018-01-25 02:30:00,41.893985309,-87.634508411,False,18.0,6,2018,1,2,25,3,4,1
RETAIL THEFT,False,2018-01-24 23:30:00,41.867414944000004,-87.627231186,False,1.0,6,2018,1,23,24,2,4,1
RETAIL THEFT,True,2018-01-19 19:42:00,41.867414944000004,-87.627231186,False,1.0,6,2018,1,19,19,4,3,1
RETAIL THEFT,True,2018-01-25 02:00:00,41.876581037,-87.74513751299999,False,15.0,6,2018,1,2,25,3,4,1
OVER $500,False,2018-01-24 22:00:00,41.945863902,-87.767912706,False,16.0,6,2018,1,22,24,2,4,1
OVER $500,False,2018-01-24 19:18:00,41.921606937,-87.66556500600002,False,18.0,6,2018,1,19,24,2,4,1
OVER $500,False,2018-01-23 15:00:00,41.809054453,-87.70401341200001,False,8.0,6,2018,1,15,23,1,4,1
RETAIL THEFT,True,2018-01-24 20:40:00,41.705394244000004,-87.535285735,False,4.0,6,2018,1,20,24,2,4,1
RETAIL THEFT,False,2018-01-24 14:45:00,41.739265865,-87.604893749,False,6.0,6,2018,1,14,24,2,4,1
OVER $500,False,2018-01-23 16:30:00,41.667503644,-87.622282981,False,5.0,6,2018,1,16,23,1,4,1
OVER $500,False,2018-01-24 17:00:00,41.842241391,-87.695141061,False,10.0,6,2018,1,17,24,2,4,1
OVER $500,False,2018-01-17 07:00:00,41.747324126,-87.69011249299999,False,8.0,6,2018,1,7,17,2,3,1
OVER $500,False,2018-01-24 16:10:00,41.846820191999996,-87.647298713,False,9.0,6,2018,1,16,24,2,4,1
OVER $500,False,2018-01-22 11:00:00,41.888267493,-87.627075047,False,18.0,6,2018,1,11,22,0,4,1
RETAIL THEFT,False,2018-01-24 16:14:00,41.810740003,-87.675220451,False,9.0,6,2018,1,16,24,2,4,1
OVER $500,False,2018-01-24 15:00:00,41.911091456,-87.64016329799999,False,18.0,6,2018,1,15,24,2,4,1
RETAIL THEFT,False,2018-01-15 18:40:00,41.906132875,-87.66756675100002,False,14.0,6,2018,1,18,15,0,3,1
OVER $500,False,2018-01-23 19:30:00,41.823879333,-87.61341581100002,False,2.0,6,2018,1,19,23,1,4,1
RETAIL THEFT,True,2018-01-24 14:35:00,41.912149595,-87.736181,False,25.0,6,2018,1,14,24,2,4,1
RETAIL THEFT,True,2018-01-24 13:00:00,41.881183104,-87.68498211,False,12.0,6,2018,1,13,24,2,4,1
OVER $500,False,2018-01-19 18:00:00,41.925563482,-87.641814612,False,18.0,6,2018,1,18,19,4,3,1
RETAIL THEFT,True,2018-01-24 12:05:00,41.736259984,-87.62806878200001,False,6.0,6,2018,1,12,24,2,4,1
OVER $500,False,2018-01-22 16:00:00,41.941159561999996,-87.64284068799999,False,19.0,6,2018,1,16,22,0,4,1
OVER $500,False,2018-01-24 13:00:00,41.909920905,-87.64218920299999,False,18.0,6,2018,1,13,24,2,4,1
RETAIL THEFT,True,2018-01-24 11:00:00,41.909384533,-87.765064273,False,25.0,6,2018,1,11,24,2,4,1
OVER $500,False,2018-01-24 13:30:00,41.889627834,-87.68267845,False,12.0,6,2018,1,13,24,2,4,1
RETAIL THEFT,False,2018-01-24 13:25:00,41.87942917,-87.62990071,False,1.0,6,2018,1,13,24,2,4,1
RETAIL THEFT,False,2018-01-20 14:45:00,41.931803039,-87.726100784,False,25.0,6,2018,1,14,20,5,3,1
OVER $500,False,2018-01-03 14:00:00,41.671939151,-87.627285287,False,5.0,6,2018,1,14,3,2,1,1
OVER $500,False,2018-01-24 14:06:00,41.840390846999995,-87.65013810399998,False,9.0,6,2018,1,14,24,2,4,1
RETAIL THEFT,False,2018-01-22 15:23:00,41.882394061999996,-87.627844798,False,1.0,6,2018,1,15,22,0,4,1
RETAIL THEFT,False,2018-01-25 12:15:00,41.739727015,-87.60491052200001,False,6.0,6,2018,1,12,25,3,4,1
OVER $500,False,2018-01-25 11:50:00,41.903775756,-87.639324074,False,18.0,6,2018,1,11,25,3,4,1
RETAIL THEFT,False,2018-01-25 12:15:00,41.906797102,-87.671861659,False,14.0,6,2018,1,12,25,3,4,1
OVER $500,False,2018-01-24 22:00:00,41.760049008,-87.562087104,False,3.0,6,2018,1,22,24,2,4,1
OVER $500,False,2018-01-22 05:00:00,41.763980965,-87.680672535,False,8.0,6,2018,1,5,22,0,4,1
OVER $500,False,2018-01-11 08:00:00,41.928001461,-87.735882518,False,25.0,6,2018,1,8,11,3,2,1
RETAIL THEFT,True,2018-01-24 12:25:00,41.915729613,-87.746056778,False,25.0,6,2018,1,12,24,2,4,1
OVER $500,False,2018-01-23 09:00:00,41.698933831,-87.64745567700001,False,22.0,6,2018,1,9,23,1,4,1
OVER $500,False,2018-01-23 23:00:00,42.008537433,-87.81227341799999,False,16.0,6,2018,1,23,23,1,4,1
OVER $500,False,2018-01-23 09:00:00,41.778429902,-87.732525002,False,8.0,6,2018,1,9,23,1,4,1
OVER $500,False,2018-01-23 22:00:00,41.966193687,-87.77477083,False,16.0,6,2018,1,22,23,1,4,1
OVER $500,False,2018-01-23 20:00:00,41.92510186,-87.67199230700001,False,19.0,6,2018,1,20,23,1,4,1
OVER $500,False,2018-01-23 21:00:00,41.996194144,-87.70687819,False,24.0,6,2018,1,21,23,1,4,1
OVER $500,False,2018-01-24 05:10:00,41.77856528,-87.73060259799999,False,8.0,6,2018,1,5,24,2,4,1
RETAIL THEFT,True,2018-01-24 01:10:00,41.795190552,-87.58800765299999,False,2.0,6,2018,1,1,24,2,4,1
OVER $500,False,2018-01-24 02:00:00,41.947505084,-87.70662359299999,False,17.0,6,2018,1,2,24,2,4,1
OVER $500,False,2018-01-23 23:30:00,41.788987036,-87.74147999,False,8.0,6,2018,1,23,23,1,4,1
OVER $500,False,2018-01-23 20:15:00,41.93859561,-87.64957603299999,False,19.0,6,2018,1,20,23,1,4,1
RETAIL THEFT,False,2018-01-23 05:15:00,41.935721524,-87.72708901899998,False,25.0,6,2018,1,5,23,1,4,1
OVER $500,False,2018-01-24 05:04:00,41.970727875,-87.75063020200001,False,16.0,6,2018,1,5,24,2,4,1
RETAIL THEFT,True,2018-01-24 20:04:00,41.946221444,-87.708253555,False,17.0,6,2018,1,20,24,2,4,1
RETAIL THEFT,True,2018-01-24 20:00:00,41.883500186999996,-87.627876698,False,1.0,6,2018,1,20,24,2,4,1
RETAIL THEFT,False,2018-01-24 18:00:00,42.019399236999995,-87.675049485,False,24.0,6,2018,1,18,24,2,4,1
OVER $500,False,2018-01-24 19:36:00,41.890121183000005,-87.644918455,False,12.0,6,2018,1,19,24,2,4,1
RETAIL THEFT,False,2018-01-24 19:45:00,42.019398265999996,-87.67488021,False,24.0,6,2018,1,19,24,2,4,1
OVER $500,False,2018-01-24 18:32:00,41.887676641,-87.648687002,False,12.0,6,2018,1,18,24,2,4,1
RETAIL THEFT,True,2018-01-24 18:00:00,41.764728804,-87.586292974,False,3.0,6,2018,1,18,24,2,4,1
OVER $500,False,2018-01-24 18:00:00,41.923073624000004,-87.63894595200001,False,18.0,6,2018,1,18,24,2,4,1
RETAIL THEFT,False,2018-01-23 13:05:00,41.882394061999996,-87.627844798,False,1.0,6,2018,1,13,23,1,4,1
OVER $500,False,2018-01-24 18:00:00,41.919136205,-87.639943965,False,18.0,6,2018,1,18,24,2,4,1
OVER $500,False,2018-01-23 20:45:00,41.922828493000004,-87.638797954,False,18.0,6,2018,1,20,23,1,4,1
RETAIL THEFT,True,2018-01-24 18:15:00,41.883500186999996,-87.627876698,False,1.0,6,2018,1,18,24,2,4,1
RETAIL THEFT,False,2018-01-24 18:06:00,41.746259974000004,-87.663332294,False,6.0,6,2018,1,18,24,2,4,1
OVER $500,False,2018-01-23 19:00:00,41.967065317,-87.746508471,False,17.0,6,2018,1,19,23,1,4,1
OVER $500,False,2018-01-23 23:00:00,41.855845871,-87.72727500399998,False,10.0,6,2018,1,23,23,1,4,1
RETAIL THEFT,False,2018-01-23 18:52:00,41.896714548,-87.625340136,False,18.0,6,2018,1,18,23,1,4,1
RETAIL THEFT,False,2018-01-22 10:17:00,41.844160231,-87.7313416,False,10.0,6,2018,1,10,22,0,4,1
OVER $500,False,2018-01-23 19:30:00,41.909804554000004,-87.65164679600002,False,18.0,6,2018,1,19,23,1,4,1
RETAIL THEFT,True,2018-01-23 16:23:00,41.867346388,-87.63216624399998,False,1.0,6,2018,1,16,23,1,4,1
RETAIL THEFT,True,2018-01-23 16:50:00,41.882394061999996,-87.627844798,False,1.0,6,2018,1,16,23,1,4,1
OVER $500,False,2018-01-22 20:00:00,41.830530933,-87.610277459,False,2.0,6,2018,1,20,22,0,4,1
RETAIL THEFT,True,2018-01-23 16:34:00,41.976779033,-87.659877015,False,20.0,6,2018,1,16,23,1,4,1
RETAIL THEFT,False,2018-01-20 15:20:00,41.786499587,-87.64981588399998,False,7.0,6,2018,1,15,20,5,3,1
OVER $500,False,2018-01-23 07:15:00,41.80462016,-87.684368169,False,9.0,6,2018,1,7,23,1,4,1
RETAIL THEFT,False,2018-01-23 15:18:00,41.89804054,-87.62409132299999,False,18.0,6,2018,1,15,23,1,4,1
RETAIL THEFT,False,2018-01-21 19:29:00,41.868541914,-87.639235361,False,1.0,6,2018,1,19,21,6,3,1
OVER $500,False,2018-01-23 09:00:00,41.910764867,-87.658120918,False,14.0,6,2018,1,9,23,1,4,1
RETAIL THEFT,False,2018-01-22 20:20:00,41.907926167,-87.64819515,False,18.0,6,2018,1,20,22,0,4,1
OVER $500,False,2018-01-22 21:00:00,41.820006933,-87.616889375,False,2.0,6,2018,1,21,22,0,4,1
RETAIL THEFT,True,2018-01-23 14:00:00,41.981158978,-87.668385639,False,20.0,6,2018,1,14,23,1,4,1
RETAIL THEFT,False,2018-01-23 15:00:00,41.868541914,-87.639235361,False,1.0,6,2018,1,15,23,1,4,1
OVER $500,False,2018-01-23 05:30:00,41.665814864,-87.55885388200001,False,4.0,6,2018,1,5,23,1,4,1
OVER $500,False,2018-01-23 14:50:00,41.855906241999996,-87.727274434,False,10.0,6,2018,1,14,23,1,4,1
OVER $500,False,2018-01-23 12:50:00,41.736604706,-87.608060119,False,6.0,6,2018,1,12,23,1,4,1
OVER $500,False,2018-01-23 11:26:00,41.753296969000004,-87.66958098799999,False,6.0,6,2018,1,11,23,1,4,1
RETAIL THEFT,True,2018-01-23 12:35:00,41.883500186999996,-87.627876698,False,1.0,6,2018,1,12,23,1,4,1
RETAIL THEFT,False,2018-01-23 14:35:00,41.751613643,-87.575373855,False,4.0,6,2018,1,14,23,1,4,1
RETAIL THEFT,False,2018-01-23 14:30:00,41.939897694,-87.654887948,False,19.0,6,2018,1,14,23,1,4,1
RETAIL THEFT,False,2018-01-23 12:51:00,41.939923405,-87.668667203,False,19.0,6,2018,1,12,23,1,4,1
RETAIL THEFT,True,2018-01-23 12:51:00,41.881183104,-87.68498211,False,12.0,6,2018,1,12,23,1,4,1
OVER $500,False,2018-01-23 12:30:00,41.869447309,-87.744861466,False,11.0,6,2018,1,12,23,1,4,1
OVER $500,False,2018-01-15 14:30:00,41.989252382,-87.715171074,False,17.0,6,2018,1,14,15,0,3,1
RETAIL THEFT,True,2018-01-23 09:50:00,41.938615785,-87.76334566799999,False,16.0,6,2018,1,9,23,1,4,1
OVER $500,False,2018-01-19 20:20:00,41.935415681,-87.662708632,False,19.0,6,2018,1,20,19,4,3,1
RETAIL THEFT,True,2018-01-24 10:35:00,41.864493678,-87.639158,False,1.0,6,2018,1,10,24,2,4,1
RETAIL THEFT,False,2018-01-24 12:00:00,41.912406937,-87.680602833,False,14.0,6,2018,1,12,24,2,4,1
RETAIL THEFT,True,2018-01-24 11:03:00,41.895140898,-87.624255632,False,18.0,6,2018,1,11,24,2,4,1
OVER $500,False,2018-01-17 12:00:00,41.917498023,-87.696335471,False,14.0,6,2018,1,12,17,2,3,1
RETAIL THEFT,True,2018-01-24 11:05:00,41.677468647,-87.665331132,False,22.0,6,2018,1,11,24,2,4,1
OVER $500,False,2018-01-23 19:30:00,41.891051706999995,-87.63405559,False,18.0,6,2018,1,19,23,1,4,1
OVER $500,False,2018-01-12 22:00:00,41.976290414,-87.905227221,False,16.0,6,2018,1,22,12,4,2,1
RETAIL THEFT,True,2018-01-24 09:45:00,41.909664252,-87.742728815,False,25.0,6,2018,1,9,24,2,4,1
RETAIL THEFT,True,2018-01-24 08:20:00,41.827373750999996,-87.682568055,False,9.0,6,2018,1,8,24,2,4,1
OVER $500,False,2018-01-24 09:29:00,41.880543228,-87.642997936,False,1.0,6,2018,1,9,24,2,4,1
OVER $500,False,2018-01-22 10:00:00,41.746705668000004,-87.663994595,True,6.0,6,2018,1,10,22,0,4,1
OVER $500,False,2018-01-22 14:00:00,41.819436667,-87.610405947,False,2.0,6,2018,1,14,22,0,4,1
OVER $500,False,2018-01-23 12:40:00,41.831122218000004,-87.62590563,False,2.0,6,2018,1,12,23,1,4,1
RETAIL THEFT,True,2018-01-23 12:25:00,41.909664252,-87.742728815,False,25.0,6,2018,1,12,23,1,4,1
OVER $500,False,2018-01-23 10:00:00,41.764932153000004,-87.576272783,False,3.0,6,2018,1,10,23,1,4,1
RETAIL THEFT,False,2018-01-23 13:55:00,41.92510186,-87.67199230700001,False,19.0,6,2018,1,13,23,1,4,1
RETAIL THEFT,False,2018-01-22 12:30:00,41.808659359,-87.66092184600002,False,9.0,6,2018,1,12,22,0,4,1
OVER $500,False,2018-01-19 16:00:00,41.952952737,-87.70921346899998,False,17.0,6,2018,1,16,19,4,3,1
RETAIL THEFT,True,2018-01-23 11:09:00,41.707196813,-87.62125615299999,False,5.0,6,2018,1,11,23,1,4,1
OVER $500,False,2018-01-21 22:00:00,41.962845483,-87.721423323,False,17.0,6,2018,1,22,21,6,3,1
RETAIL THEFT,False,2018-01-23 10:50:00,41.883475491,-87.627876969,False,1.0,6,2018,1,10,23,1,4,1
OVER $500,True,2018-01-21 12:00:00,41.933855177,-87.727036865,False,25.0,6,2018,1,12,21,6,3,1
OVER $500,False,2018-01-22 23:22:00,41.790852818000005,-87.60614347799999,False,2.0,6,2018,1,23,22,0,4,1
RETAIL THEFT,False,2018-01-02 18:30:00,41.892507592,-87.62622399600002,False,18.0,6,2018,1,18,2,1,1,1
RETAIL THEFT,True,2018-01-23 07:30:00,41.930906002,-87.644017035,False,19.0,6,2018,1,7,23,1,4,1
RETAIL THEFT,False,2018-01-22 22:00:00,41.837871585,-87.623435005,False,2.0,6,2018,1,22,22,0,4,1
OVER $500,False,2018-01-18 19:15:00,41.978459930999996,-87.91009674600002,False,16.0,6,2018,1,19,18,3,3,1
OVER $500,False,2018-01-22 18:00:00,41.715144886,-87.620454206,False,5.0,6,2018,1,18,22,0,4,1
OVER $500,False,2018-01-22 13:00:00,41.910864251,-87.71779429899998,False,25.0,6,2018,1,13,22,0,4,1
OVER $500,False,2018-01-22 18:00:00,41.819432195,-87.61056741600002,False,2.0,6,2018,1,18,22,0,4,1
OVER $500,False,2018-01-22 19:30:00,41.88635374,-87.620691382,False,1.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 19:30:00,41.894339138,-87.66161058899998,False,12.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 18:30:00,42.002625049,-87.671407165,False,24.0,6,2018,1,18,22,0,4,1
OVER $500,False,2018-01-22 22:00:00,41.990889384,-87.772642175,False,16.0,6,2018,1,22,22,0,4,1
RETAIL THEFT,False,2018-01-23 07:10:00,41.88233367,-87.62784179100002,False,1.0,6,2018,1,7,23,1,4,1
OVER $500,False,2018-01-22 22:00:00,41.960071520999996,-87.685002917,False,19.0,6,2018,1,22,22,0,4,1
OVER $500,False,2018-01-23 20:20:00,41.809347098,-87.61891921600002,False,2.0,6,2018,1,20,23,1,4,1
OVER $500,False,2018-01-23 19:40:00,41.93791173,-87.727149134,False,25.0,6,2018,1,19,23,1,4,1
OVER $500,False,2018-01-23 20:30:00,41.844162699,-87.695199039,False,10.0,6,2018,1,20,23,1,4,1
OVER $500,False,2018-01-01 00:00:00,41.69522655,-87.642467755,False,22.0,6,2018,1,0,1,0,1,1
RETAIL THEFT,False,2018-01-22 17:56:00,41.882394061999996,-87.627844798,False,1.0,6,2018,1,17,22,0,4,1
RETAIL THEFT,True,2018-01-23 18:00:00,41.802101704,-87.587747851,False,2.0,6,2018,1,18,23,1,4,1
OVER $500,False,2018-01-22 14:22:00,41.887640628,-87.61934028299999,False,1.0,6,2018,1,14,22,0,4,1
OVER $500,False,2018-01-15 10:00:00,41.872461359,-87.632565629,False,1.0,6,2018,1,10,15,0,3,1
OVER $500,False,2018-01-11 07:45:00,41.999616465,-87.68567222600002,False,24.0,6,2018,1,7,11,3,2,1
OVER $500,False,2018-01-23 18:31:00,41.745340135999996,-87.605070606,False,6.0,6,2018,1,18,23,1,4,1
OVER $500,False,2018-01-23 17:30:00,41.913581053,-87.654964655,False,18.0,6,2018,1,17,23,1,4,1
OVER $500,False,2018-01-22 20:00:00,41.758750432,-87.687978898,False,8.0,6,2018,1,20,22,0,4,1
RETAIL THEFT,False,2018-01-23 18:45:00,41.90971226,-87.73926766,False,25.0,6,2018,1,18,23,1,4,1
OVER $500,False,2018-01-21 20:00:00,41.756596866,-87.573647633,False,4.0,6,2018,1,20,21,6,3,1
OVER $500,False,2018-01-23 18:50:00,41.937227668,-87.64430547100002,False,19.0,6,2018,1,18,23,1,4,1
RETAIL THEFT,False,2018-01-23 17:56:00,41.93374417,-87.644581852,False,19.0,6,2018,1,17,23,1,4,1
OVER $500,False,2018-01-23 18:00:00,41.919850288,-87.663621208,False,18.0,6,2018,1,18,23,1,4,1
OVER $500,False,2018-01-22 17:00:00,41.735371191999995,-87.660624323,False,22.0,6,2018,1,17,22,0,4,1
OVER $500,False,2018-01-22 09:00:00,41.877361575,-87.70194469,False,11.0,6,2018,1,9,22,0,4,1
RETAIL THEFT,False,2018-01-22 22:18:00,42.01073675,-87.69021411899998,False,24.0,6,2018,1,22,22,0,4,1
RETAIL THEFT,False,2018-01-22 23:33:00,41.851761264000004,-87.705602716,False,10.0,6,2018,1,23,22,0,4,1
RETAIL THEFT,True,2018-01-22 20:49:00,41.88171846,-87.62776042600002,False,1.0,6,2018,1,20,22,0,4,1
OVER $500,False,2018-01-22 19:15:00,41.886609082,-87.66122149700001,False,12.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 19:00:00,41.935473395,-87.663663596,False,19.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 20:30:00,41.803254236,-87.625922516,False,2.0,6,2018,1,20,22,0,4,1
OVER $500,False,2018-01-22 19:00:00,41.92160382,-87.665972904,False,18.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 18:00:00,41.89097987,-87.66673616700001,False,12.0,6,2018,1,18,22,0,4,1
RETAIL THEFT,False,2018-01-22 19:11:00,41.879893300999996,-87.62772175100002,False,1.0,6,2018,1,19,22,0,4,1
RETAIL THEFT,True,2018-01-22 19:02:00,41.892816145,-87.62419319799999,False,18.0,6,2018,1,19,22,0,4,1
OVER $500,False,2018-01-22 17:00:00,41.766437459,-87.650512734,False,7.0,6,2018,1,17,22,0,4,1
OVER $500,False,2018-01-20 09:15:00,41.862132355,-87.666264958,False,12.0,6,2018,1,9,20,5,3,1
RETAIL THEFT,True,2018-01-23 11:45:00,41.754592961,-87.74152853700001,False,8.0,6,2018,1,11,23,1,4,1
RETAIL THEFT,True,2018-01-23 11:15:00,41.729618252,-87.55124457299999,False,4.0,6,2018,1,11,23,1,4,1
OVER $500,False,2018-01-22 19:30:00,41.881722193,-87.624356274,False,1.0,6,2018,1,19,22,0,4,1
RETAIL THEFT,False,2018-01-22 18:55:00,42.019399236999995,-87.675049485,False,24.0,6,2018,1,18,22,0,4,1
OVER $500,False,2018-01-21 19:17:00,41.892577426,-87.621536731,False,18.0,6,2018,1,19,21,6,3,1
RETAIL THEFT,True,2018-01-22 17:10:00,41.736930377,-87.584391221,False,4.0,6,2018,1,17,22,0,4,1
RETAIL THEFT,False,2018-01-22 14:15:00,41.882394061999996,-87.627844798,False,1.0,6,2018,1,14,22,0,4,1
RETAIL THEFT,True,2018-01-22 13:00:00,41.909664252,-87.742728815,False,25.0,6,2018,1,13,22,0,4,1
OVER $500,False,2018-01-21 20:00:00,41.898083579,-87.672238092,False,12.0,6,2018,1,20,21,6,3,1
OVER $500,False,2018-01-20 16:00:00,41.888045958,-87.625413826,False,1.0,6,2018,1,16,20,5,3,1
OVER $500,False,2018-01-22 13:15:00,41.912887914,-87.68850431799999,False,14.0,6,2018,1,13,22,0,4,1
RETAIL THEFT,True,2018-01-22 13:10:00,41.680418425999996,-87.66243794799999,False,22.0,6,2018,1,13,22,0,4,1
RETAIL THEFT,True,2018-01-22 11:50:00,41.721194359,-87.66396636799999,False,22.0,6,2018,1,11,22,0,4,1
OVER $500,False,2018-01-06 12:53:00,41.734518167,-87.58397592799999,False,4.0,6,2018,1,12,6,5,1,1
RETAIL THEFT,False,2018-01-20 18:06:00,41.934245847,-87.715893636,False,14.0,6,2018,1,18,20,5,3,1
OVER $500,False,2018-01-22 00:01:00,41.870739249,-87.72370143100002,False,11.0,6,2018,1,0,22,0,4,1
OVER $500,False,2018-01-21 12:00:00,41.905549846,-87.679768992,False,14.0,6,2018,1,12,21,6,3,1
OVER $500,False,2018-01-21 09:00:00,41.881306237,-87.681525362,False,12.0,6,2018,1,9,21,6,3,1
RETAIL THEFT,True,2018-01-22 11:18:00,41.895993005,-87.63568392100002,False,18.0,6,2018,1,11,22,0,4,1
OVER $500,False,2018-01-22 11:10:00,41.756640446999995,-87.663590843,False,6.0,6,2018,1,11,22,0,4,1
RETAIL THEFT,False,2018-01-22 10:45:00,41.87992623,-87.627721389,False,1.0,6,2018,1,10,22,0,4,1
OVER $500,False,2018-01-21 23:00:00,41.788539945,-87.631830274,False,7.0,6,2018,1,23,21,6,3,1
OVER $500,False,2018-01-19 01:30:00,41.990979629,-87.79669119299999,False,16.0,6,2018,1,1,19,4,3,1
OVER $500,False,2018-01-22 22:00:00,41.928800563,-87.74770452700001,False,25.0,6,2018,1,22,22,0,4,1
OVER $500,False,2018-01-22 01:45:00,41.981433812,-87.785340389,False,16.0,6,2018,1,1,22,0,4,1
OVER $500,False,2018-01-21 21:00:00,41.942781404,-87.766649773,False,16.0,6,2018,1,21,21,6,3,1
RETAIL THEFT,False,2018-01-22 09:50:00,41.692233255,-87.65271504399998,False,22.0,6,2018,1,9,22,0,4,1
OVER $500,False,2018-01-22 00:01:00,41.783057256,-87.668350174,False,7.0,6,2018,1,0,22,0,4,1
OVER $500,False,2018-01-22 01:00:00,41.976290414,-87.905227221,False,16.0,6,2018,1,1,22,0,4,1
OVER $500,False,2018-01-22 09:40:00,41.865397377,-87.64066077700001,False,1.0,6,2018,1,9,22,0,4,1
RETAIL THEFT,False,2018-01-21 17:21:00,41.881203182,-87.647342333,False,12.0,6,2018,1,17,21,6,3,1
OVER $500,False,2018-01-20 21:00:00,41.881847601,-87.641772074,False,1.0,6,2018,1,21,20,5,3,1
OVER $500,False,2018-01-21 16:00:00,41.882478083,-87.72816913,False,11.0,6,2018,1,16,21,6,3,1
RETAIL THEFT,True,2018-01-21 16:40:00,41.883500186999996,-87.627876698,False,1.0,6,2018,1,16,21,6,3,1
RETAIL THEFT,False,2018-01-20 23:14:00,41.953443342,-87.74495704799999,False,17.0,6,2018,1,23,20,5,3,1
RETAIL THEFT,True,2018-01-21 15:11:00,41.795190552,-87.58800765299999,False,2.0,6,2018,1,15,21,6,3,1
RETAIL THEFT,True,2018-01-21 15:45:00,41.680418425999996,-87.66243794799999,False,22.0,6,2018,1,15,21,6,3,1
OVER $500,False,2018-01-19 12:00:00,41.683979017,-87.614959177,False,5.0,6,2018,1,12,19,4,3,1
RETAIL THEFT,True,2018-01-21 16:18:00,41.749657946999996,-87.66342156,False,6.0,6,2018,1,16,21,6,3,1
RETAIL THEFT,True,2018-01-21 15:16:00,41.931582515,-87.742747165,False,25.0,6,2018,1,15,21,6,3,1
OVER $500,False,2018-01-21 15:15:00,41.853612653,-87.633270614,False,9.0,6,2018,1,15,21,6,3,1
OVER $500,False,2018-01-21 01:00:00,41.856988485,-87.659956976,False,12.0,6,2018,1,1,21,6,3,1
OVER $500,False,2018-01-20 23:00:00,41.939728492,-87.747788324,False,16.0,6,2018,1,23,20,5,3,1
OVER $500,False,2018-01-19 18:00:00,41.907461512,-87.648967912,False,18.0,6,2018,1,18,19,4,3,1
RETAIL THEFT,False,2018-01-20 14:01:00,41.86821162,-87.63229630299999,False,1.0,6,2018,1,14,20,5,3,1
RETAIL THEFT,True,2018-01-21 14:00:00,41.868541914,-87.639235361,False,1.0,6,2018,1,14,21,6,3,1
OVER $500,False,2018-01-05 11:32:00,41.833651053000004,-87.640082151,False,9.0,6,2018,1,11,5,4,1,1
OVER $500,False,2018-01-20 15:25:00,41.785161229,-87.620603115,False,3.0,6,2018,1,15,20,5,3,1
OVER $500,False,2018-01-21 13:15:00,41.830812527,-87.694828962,False,9.0,6,2018,1,13,21,6,3,1
OVER $500,False,2018-01-19 17:30:00,41.891470611,-87.62806445700001,False,18.0,6,2018,1,17,19,4,3,1
RETAIL THEFT,False,2018-01-21 13:45:00,41.774945985,-87.58632106299999,False,3.0,6,2018,1,13,21,6,3,1
OVER $500,False,2018-01-21 04:00:00,41.879297705,-87.62770627100002,False,1.0,6,2018,1,4,21,6,3,1
OVER $500,False,2018-01-21 22:00:00,41.943558878000005,-87.654955731,False,19.0,6,2018,1,22,21,6,3,1
OVER $500,False,2018-01-19 22:00:00,41.896561044,-87.63658497799999,False,18.0,6,2018,1,22,19,4,3,1
OVER $500,False,2018-01-19 02:45:00,41.890051565,-87.62891376,False,18.0,6,2018,1,2,19,4,3,1
OVER $500,False,2018-01-22 13:05:00,41.769185486,-87.625732415,False,7.0,6,2018,1,13,22,0,4,1
OVER $500,False,2018-01-22 17:30:00,41.744041896999995,-87.599434894,False,6.0,6,2018,1,17,22,0,4,1
OVER $500,False,2018-01-19 14:00:00,41.748865483,-87.640848535,True,6.0,6,2018,1,14,19,4,3,1
OVER $500,False,2018-01-17 15:50:00,41.815878016,-87.633556985,False,9.0,6,2018,1,15,17,2,3,1
OVER $500,False,2018-01-21 11:00:00,41.977454235,-87.668372694,False,20.0,6,2018,1,11,21,6,3,1
RETAIL THEFT,False,2018-01-22 18:19:00,41.895732399,-87.687784384,False,12.0,6,2018,1,18,22,0,4,1
RETAIL THEFT,False,2018-01-22 18:45:00,41.966728607,-87.767445112,False,16.0,6,2018,1,18,22,0,4,1
RETAIL THEFT,True,2018-01-22 16:15:00,41.881183664,-87.685081252,False,12.0,6,2018,1,16,22,0,4,1
RETAIL THEFT,True,2018-01-22 17:45:00,41.883475491,-87.627876969,False,1.0,6,2018,1,17,22,0,4,1
RETAIL THEFT,True,2018-01-22 17:47:00,41.952897791,-87.787860507,False,16.0,6,2018,1,17,22,0,4,1
OVER $500,False,2018-01-22 09:00:00,41.900743703,-87.6281167,False,18.0,6,2018,1,9,22,0,4,1
OVER $500,False,2018-01-22 16:40:00,41.866184544,-87.724361483,False,11.0,6,2018,1,16,22,0,4,1
OVER $500,False,2018-01-22 18:00:00,41.883643551999995,-87.624419496,False,1.0,6,2018,1,18,22,0,4,1
RETAIL THEFT,True,2018-01-22 16:17:00,41.943552694,-87.68816234200001,False,19.0,6,2018,1,16,22,0,4,1
RETAIL THEFT,True,2018-01-22 16:32:00,41.909664252,-87.742728815,False,25.0,6,2018,1,16,22,0,4,1
OVER $500,False,2018-01-18 15:00:00,41.901357612,-87.669886463,False,12.0,6,2018,1,15,18,3,3,1
